timestamp,watts,bpm,cadence,speed,distance,altitude,temperature,latitide,longitude,torque,np,leftrightbalance,wattse
1525020550000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020551000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020552000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020553000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020554000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020555000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020556000,,103,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020557000,,102,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020558000,,101,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020559000,,100,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020560000,,98,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020561000,,98,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020562000,,97,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020563000,,96,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020564000,,95,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020565000,,94,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020566000,,94,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020567000,,93,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020568000,,91,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020569000,,90,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020570000,,89,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020571000,,89,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020572000,,88,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020573000,,87,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020574000,,86,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020575000,,85,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020576000,,85,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020577000,,85,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020578000,,84,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020579000,33,84,19,0,0,5.8,18,51.1774850171,3.9330649842,16,178,,
1525020580000,26,84,8,0,0,5.8,18,51.1774850171,3.9330649842,31,178,,
1525020581000,125,84,36,0,0,5.8,18,51.1774850171,3.9330649842,33,178,,
1525020582000,168,84,51,0,0,5.8,18,51.1774850171,3.9330649842,31,178,,
1525020583000,94,84,37,0,0,5.8,18,51.1774850171,3.9330649842,24,178,,
1525020584000,62,84,14,0,0,5.8,18,51.1774850171,3.9330649842,42,178,,
1525020585000,249,86,59,0,0,5.8,18,51.1774850171,3.9330649842,40,178,,
1525020586000,273,88,76,0,0,5.8,18,51.1774850171,3.9330649842,34,178,,
1525020587000,257,90,86,0,0,5.8,18,51.1774850171,3.9330649842,28,178,,
1525020588000,277,93,89,0,0,5.8,18,51.1774850171,3.9330649842,29,178,,
1525020589000,238,95,97,0,0,5.8,18,51.1774850171,3.9330649842,23,178,,
1525020590000,205,97,98,0,0,5.8,18,51.1774850171,3.9330649842,19,178,,
1525020591000,232,100,98,0,0,5.8,18,51.1774850171,3.9330649842,22,178,,
1525020592000,279,101,102,0,0,5.8,18,51.1774850171,3.9330649842,26,178,,
1525020593000,238,102,106,0,0,5.8,18,51.1774850171,3.9330649842,21,178,,
1525020594000,193,103,106,0,0,5.8,18,51.1774850171,3.9330649842,17,178,,
1525020595000,187,105,104,0,0,5.8,18,51.1774850171,3.9330649842,17,178,,
1525020596000,193,106,103,0,0,5.8,18,51.1774850171,3.9330649842,17,178,,
1525020597000,196,107,103,0,0,5.8,18,51.1774850171,3.9330649842,18,178,,
1525020598000,184,108,102,0,0,5.8,18,51.1774850171,3.9330649842,17,178,,
1525020599000,186,109,101,0,0,5.8,18,51.1774850171,3.9330649842,17,178,,
1525020600000,197,110,101,0,0,5.8,18,51.1774850171,3.9330649842,18,178,,
1525020601000,203,111,100,0,0,5.8,18,51.1774850171,3.9330649842,19,178,,
1525020602000,198,111,100,0,0,5.8,18,51.1774850171,3.9330649842,18,178,,
1525020603000,190,112,101,0,0,5.8,18,51.1774850171,3.9330649842,17,178,,
1525020604000,195,112,100,0,0,5.8,18,51.1774850171,3.9330649842,18,178,,
1525020605000,199,112,100,0,0,5.8,18,51.1774850171,3.9330649842,19,178,,
1525020606000,195,113,100,0,0,5.8,18,51.1774850171,3.9330649842,18,178,,
1525020607000,199,114,100,0,0,5.8,18,51.1774850171,3.9330649842,19,178,,
1525020608000,185,114,99,0,0,5.8,18,51.1774850171,3.9330649842,17,178,,
1525020609000,206,115,99,0,0,5.8,18,51.1774850171,3.9330649842,19,178,,
1525020610000,199,116,100,0,0,5.8,18,51.1774850171,3.9330649842,19,178,,
1525020611000,198,116,100,0,0,5.8,18,51.1774850171,3.9330649842,18,179,,
1525020612000,199,117,100,0,0,5.8,18,51.1774850171,3.9330649842,19,179,,
1525020613000,198,117,101,0,0,5.8,18,51.1774850171,3.9330649842,18,179,,
1525020614000,200,117,101,0,0,5.8,18,51.1774850171,3.9330649842,18,179,,
1525020615000,199,118,101,0,0,5.8,18,51.1774850171,3.9330649842,18,180,,
1525020616000,196,119,100,0,0,5.8,18,51.1774850171,3.9330649842,18,180,,
1525020617000,190,119,100,0,0,5.8,18,51.1774850171,3.9330649842,18,180,,
1525020618000,198,119,100,0,0,5.8,18,51.1774850171,3.9330649842,18,180,,
1525020619000,203,119,100,0,0,5.8,18,51.1774850171,3.9330649842,19,180,,
1525020620000,189,119,100,0,0,5.8,18,51.1774850171,3.9330649842,18,181,,
1525020621000,193,120,100,0,0,5.8,18,51.1774850171,3.9330649842,18,181,,
1525020622000,200,120,99,0,0,5.8,18,51.1774850171,3.9330649842,19,181,,
1525020623000,193,120,100,0,0,5.8,18,51.1774850171,3.9330649842,18,181,,
1525020624000,194,121,100,0,0,5.8,18,51.1774850171,3.9330649842,18,181,,
1525020625000,193,121,100,0,0,5.8,18,51.1774850171,3.9330649842,18,181,,
1525020626000,192,122,100,0,0,5.8,18,51.1774850171,3.9330649842,18,181,,
1525020627000,192,123,100,0,0,5.8,18,51.1774850171,3.9330649842,18,181,,
1525020628000,184,123,99,0,0,5.8,18,51.1774850171,3.9330649842,17,182,,
1525020629000,188,124,99,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020630000,201,124,99,0,0,5.8,18,51.1774850171,3.9330649842,19,182,,
1525020631000,192,124,99,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020632000,189,125,99,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020633000,188,125,99,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020634000,192,125,99,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020635000,189,126,99,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020636000,195,126,99,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020637000,185,126,99,0,0,5.8,18,51.1774850171,3.9330649842,17,182,,
1525020638000,187,125,98,0,0,5.8,18,51.1774850171,3.9330649842,18,182,,
1525020639000,184,125,98,0,0,5.8,18,51.1774850171,3.9330649842,17,182,,
1525020640000,178,125,97,0,0,5.8,18,51.1774850171,3.9330649842,17,183,,
1525020641000,190,125,97,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020642000,183,124,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020643000,182,124,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020644000,182,124,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020645000,185,124,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020646000,190,124,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020647000,193,124,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020648000,193,124,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020649000,198,124,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020650000,187,123,97,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020651000,179,123,97,0,0,5.8,18,51.1774850171,3.9330649842,17,183,,
1525020652000,179,123,96,0,0,5.8,18,51.1774850171,3.9330649842,17,183,,
1525020653000,184,123,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020654000,191,123,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020655000,198,122,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020656000,197,122,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020657000,186,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020658000,184,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020659000,181,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020660000,183,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020661000,190,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020662000,196,122,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020663000,200,122,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020664000,192,122,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020665000,188,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020666000,192,122,96,0,0,5.8,18,51.1774850171,3.9330649842,19,183,,
1525020667000,183,122,97,0,0,5.8,18,51.1774850171,3.9330649842,18,183,,
1525020668000,186,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020669000,188,122,96,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020670000,198,122,96,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020671000,196,121,96,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020672000,183,121,97,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020673000,179,120,96,0,0,5.8,18,51.1774850171,3.9330649842,17,184,,
1525020674000,180,119,96,0,0,5.8,18,51.1774850171,3.9330649842,17,184,,
1525020675000,182,118,95,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020676000,190,117,95,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020677000,188,117,95,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020678000,194,116,95,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020679000,178,117,95,0,0,5.8,18,51.1774850171,3.9330649842,17,184,,
1525020680000,176,117,95,0,0,5.8,18,51.1774850171,3.9330649842,17,184,,
1525020681000,189,117,95,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020682000,200,118,96,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020683000,201,118,96,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020684000,198,118,97,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020685000,189,119,98,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020686000,185,119,97,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020687000,179,120,97,0,0,5.8,18,51.1774850171,3.9330649842,17,184,,
1525020688000,184,120,97,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020689000,189,120,97,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020690000,188,121,97,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020691000,191,121,97,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020692000,196,121,97,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020693000,199,122,97,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020694000,195,122,97,0,0,5.8,18,51.1774850171,3.9330649842,19,184,,
1525020695000,188,122,98,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
1525020696000,185,122,98,0,0,5.8,18,51.1774850171,3.9330649842,18,184,,
